date,open,high,low,close,pre_close,change,pct_chg,volume_hands,volume_shares,amount_thousand_yuan,raw_open,raw_high,raw_low,raw_close,raw_pre_close,raw_change,raw_pct_chg,adj_factor
20260112,4.16,4.16,4.14,4.15,4.15,0.0,0.0,999314.0,99931400.0,414629.788,4.16,4.16,4.14,4.15,4.15,0.0,0.0,1.0
20260113,4.16,4.18,4.14,4.17,4.15,0.02,0.4819,1310073.0,131007300.0,545257.965,4.16,4.18,4.14,4.17,4.15,0.02,0.4819,1.0
20260114,4.17,4.19,4.14,4.16,4.17,-0.01,-0.2398,1550249.48,155024948.0,645707.146,4.17,4.19,4.14,4.16,4.17,-0.01,-0.2398,1.0
20260115,4.15,4.16,4.11,4.12,4.16,-0.04,-0.9615,1332047.01,133204701.0,550250.168,4.15,4.16,4.11,4.12,4.16,-0.04,-0.9615,1.0
20260116,4.13,4.18,4.13,4.14,4.12,0.02,0.4854,1914209.99,191420999.0,795466.101,4.13,4.18,4.13,4.14,4.12,0.02,0.4854,1.0
20260119,4.15,4.18,4.14,4.16,4.14,0.02,0.4831,1147570.48,114757048.0,477492.951,4.15,4.18,4.14,4.16,4.14,0.02,0.4831,1.0
20260120,4.16,4.19,4.15,4.18,4.16,0.02,0.4808,1798299.95,179829995.0,750979.124,4.16,4.19,4.15,4.18,4.16,0.02,0.4808,1.0
20260121,4.18,4.19,4.14,4.15,4.18,-0.03,-0.7177,1359215.96,135921596.0,565891.823,4.18,4.19,4.14,4.15,4.18,-0.03,-0.7177,1.0
20260122,4.15,4.18,4.15,4.16,4.15,0.01,0.241,1214682.96,121468296.0,505605.896,4.15,4.18,4.15,4.16,4.15,0.01,0.241,1.0
20260123,4.16,4.17,4.14,4.16,4.16,0.0,0.0,1483615.65,148361565.0,615916.769,4.16,4.17,4.14,4.16,4.16,0.0,0.0,1.0
20260126,4.15,4.18,4.14,4.17,4.16,0.01,0.2404,1871343.9,187134390.0,779377.141,4.15,4.18,4.14,4.17,4.16,0.01,0.2404,1.0
20260127,4.16,4.17,4.13,4.13,4.17,-0.04,-0.9592,1545063.17,154506317.0,640136.762,4.16,4.17,4.13,4.13,4.17,-0.04,-0.9592,1.0
20260128,4.13,4.16,4.12,4.13,4.13,0.0,0.0,1960843.79,196084379.0,810634.325,4.13,4.16,4.12,4.13,4.13,0.0,0.0,1.0
20260129,4.12,4.13,4.1,4.12,4.13,-0.01,-0.2421,1953968.87,195396887.0,803363.296,4.12,4.13,4.1,4.12,4.13,-0.01,-0.2421,1.0
20260130,4.12,4.13,4.09,4.11,4.12,-0.01,-0.2427,1495142.43,149514243.0,614762.987,4.12,4.13,4.09,4.11,4.12,-0.01,-0.2427,1.0
20260202,4.11,4.12,4.08,4.09,4.11,-0.02,-0.4866,1561440.52,156144052.0,640026.378,4.11,4.12,4.08,4.09,4.11,-0.02,-0.4866,1.0
20260203,4.09,4.1,4.06,4.08,4.09,-0.01,-0.2445,1269783.18,126978318.0,517460.452,4.09,4.1,4.06,4.08,4.09,-0.01,-0.2445,1.0
20260204,4.08,4.11,4.07,4.11,4.08,0.03,0.7353,1182516.13,118251612.99999999,484140.086,4.08,4.11,4.07,4.11,4.08,0.03,0.7353,1.0
20260205,4.1,4.12,4.08,4.11,4.11,0.0,0.0,988721.28,98872128.0,405283.086,4.1,4.12,4.08,4.11,4.11,0.0,0.0,1.0
20260206,4.1,4.12,4.08,4.1,4.11,-0.01,-0.2433,810385.02,81038502.0,332612.3,4.1,4.12,4.08,4.1,4.11,-0.01,-0.2433,1.0
20260209,4.11,4.12,4.1,4.11,4.1,0.01,0.2439,716871.3,71687130.0,294560.673,4.11,4.12,4.1,4.11,4.1,0.01,0.2439,1.0
20260210,4.11,4.12,4.09,4.09,4.11,-0.02,-0.4866,814325.09,81432509.0,333873.091,4.11,4.12,4.09,4.09,4.11,-0.02,-0.4866,1.0
20260211,4.1,4.11,4.09,4.1,4.09,0.01,0.2445,637769.96,63776996.0,261601.054,4.1,4.11,4.09,4.1,4.09,0.01,0.2445,1.0
20260212,4.11,4.13,4.09,4.09,4.1,-0.01,-0.2439,1115589.0,111558900.0,457774.909,4.11,4.13,4.09,4.09,4.1,-0.01,-0.2439,1.0
20260213,4.09,4.1,4.07,4.08,4.09,-0.01,-0.2445,957466.61,95746661.0,391062.15,4.09,4.1,4.07,4.08,4.09,-0.01,-0.2445,1.0
20260224,4.09,4.1,4.09,4.09,4.08,0.01,0.2451,699315.2,69931520.0,286386.805,4.09,4.1,4.09,4.09,4.08,0.01,0.2451,1.0
20260225,4.1,4.12,4.09,4.11,4.09,0.02,0.489,1422174.38,142217438.0,584474.048,4.1,4.12,4.09,4.11,4.09,0.02,0.489,1.0
20260226,4.11,4.12,4.1,4.1,4.11,-0.01,-0.2433,965025.94,96502594.0,396245.901,4.11,4.12,4.1,4.1,4.11,-0.01,-0.2433,1.0
20260227,4.1,4.16,4.09,4.16,4.1,0.06,1.4634,2048518.91,204851891.0,847184.209,4.1,4.16,4.09,4.16,4.1,0.06,1.4634,1.0
20260302,4.15,4.22,4.13,4.2,4.16,0.04,0.9615,2597901.68,259790168.00000003,1087658.332,4.15,4.22,4.13,4.2,4.16,0.04,0.9615,1.0
20260303,4.2,4.23,4.17,4.19,4.2,-0.01,-0.2381,2581478.98,258147898.0,1085047.196,4.2,4.23,4.17,4.19,4.2,-0.01,-0.2381,1.0
